xml:id,count
KristjanMlekuš,6
KristjanVerbič,8
KritinaŠteblaj,1
KrištofMlakar,2
KrmenFurman,1
KrunoslavJakupčić,1
KrunoslavPavlović,4
KsenijaDobila,1
KsenijaDobrila,15
KsenijaKampfer,1
KsenijaKlampfer,102
KsenijaTušek-Bunc,2
LadiRožič,2
LadislavKošiček,2
LadislavRožič,2
LadoBradač,29
LadoBradč,1
LaraSavnik,1
LarisaEvaRamovš,1
LarsPodkrajšek,1
LeaKnez,1
LeaMarijaColaričJakše,1
LenartJože,4
LenčaArkoFabjan,64
LenčarArkoFabjan,1
LeoKnez,3
LeoKremžar,1
LeonBehin,31
LeonCizelj,2
LeonKegel,2
LeonKegelj,6
LeonMarjasec,1
LeonMerjasec,10
LeonZemljič,2
LeonidaZalokar,1
LidiaGlavina,13
LidijaDivjakMirink,1
LidijaDivjakMirni,5
LidijaDivjakMirnik,364
LidijaDivjakMirnk,2
LidijaDivkajMirnik,1
LidijaIvanuša,20
LidijaJerkič,9
LidijaKozlovič,1
LidijaMirnikDivjak,3
LidijaPezdirRistič,2
LidijaStebernak,2
LidijaŽivčič,2
LidijaŽižek,3
LiliMahne,3
LiliSteblovnik,1
LilijanaBukovič,2
LilijanaKodrič,1
LilijanaKozlovič,39
LilijanaMadjar,1
LilijanaMadžar,2
LiljanaBukovič,2
LiljanaKozlovič,5
LiljanaMadjar,2
LjiljanaHerga,5
LjiljanaKodrič,1
LjuboGermič,1
LjubomirKolarek,1
LjuboŽnidar,79
LjudmilaNovak,390
LojzePeterle,1
LojzeWieser,3
LojzeČerne,1
LucijaRemec,1
LucijaČok,1
LuisaPaisLowe,2
LukaJuvančič,5
LukaKocina,9
LukaMesec,704
LukaMesecd,1
LukaNabergoj,2
LukaŠolmajer,1
LučkaBöhm,3
LučkaKajfežBogataj,3
Mag,2
MagAndrejRajh,1
MagBrankoGrims,4
MagDušanVerbič,1
MagalenkaBratušek,1
MagdalenaUrbančič,2
MagisterAndrejRajh,2
MairaHot,1
MajaArzenšek,1
MajaBaharPidović,2
MajaBednaš,2
MajaBilbija,10
MajaBriški,3
MajaDrobničRadobuljac,3
MajaGostič,2
MajaHostnikKališek,75
MajaKalin,3
MajaKlančnikGruden,1
MajaKocjan,12
MajaKoritnik,2
MajaKostevc,1
MajaKranjc,1
MajaKrumberger,5
MajaLombardo,4
MajaMonrue,2
MajaPlaz,1
MajaPlazar,1
MajaPoharPerme,3
MajaRemškar,3
MajaRigač,2
MajaRozman,8
MajaSočan,4
MajdaMarolt,1
MajoHostnihKališek,1
MakoBandelli,1
ManfredBergmann,3
ManuelJug,4
ManuelVesel,10
MaraCotič,2
MargaretaGučekZakošek,1
MarianaPoznič,2
MaricaUršičZupan,2
MarijaAnderluh,4
MarijaBačič,3
MarijaFabčič,2
MarijaKavkler,1
MarijaLah,12
MarijaMagajne,22
MarijaMarkeš,2
MarijaSoje,1
MarijanPapež,24
MarijanPojbič,185
MarijanSuša,1
MarijanaBednaš,15
MarijanaKormanšekJagarinec,1
MarijanaPetir,8
MarijancaAjšaVižintin,2
MarijaČebularZajc,1
MarijaŠpenč,1
MarikeGrubar,1
MarinaDobraš,2
MarinaLukšičHacin,2
MarinaTavčarKrajnc,2
MarinaTavčarKranjc,1
MarinkaKonečnikKunst,3
Marinko,1
MarioBenkoč,1
MarioFakonja,1
MarioFekonja,9
MarioSteffe,1
MaričaLah,1
MarjanDikaučič,14
MarjanDolinšek,8
MarjanGazvoda,1
MarjanHren,2
MarjanHudorovič,3
MarjanKardinar,2
MarjanKolarič,2
MarjanMaučec,22
MarjanMeglič,3
MarjanOdar,19
MarjanOder,1
MarjanPapež,9
MarjanPintar,9
MarjanPodgoršek,6
MarjanPojbič,15
MarjanSedej,2
MarjanSušelj,26
MarjanaBednaš,7
MarjanaLutman,1
MarjanaMajerič,1
MarjanaPantarMalec,2
MarjancaSimsič,1
MarjanŠturm,2
MarjažHan,1
MarjetaBenčina,2
MarjetaPintar,1
MarjetaPreželj,1
MarjetaRecek,1
MarjetaTrček,2
MarjetaŠvabŠirok,6
MarjetkaKulovec,2
MarjianPojbič,1
MarkBorisAndrijanič,17
MarkkuVirri,6
MarkoBalažic,4
MarkoBandelli,661
MarkoBandellli,1
MarkoBanelli,1
MarkoBrezigar,1
MarkoBreznik,1
MarkoBucik,1
MarkoDrešček,2
MarkoDrofenik,1
MarkoGasser,2
MarkoGrizek,1
MarkoGrobelnik,1
MarkoGuček,1
MarkoHauptfeld,1
MarkoHočevar,1
MarkoJenko,8
MarkoJenšterle,1
MarkoJuhant,2
MarkoKopric,1
MarkoKoprivc,390
MarkoKoprivec,15
MarkoKorpivc,2
MarkoKorprivc,1
MarkoKošir,2
MarkoKranjc,2
MarkoLemaić,5
MarkoLenarčič,1
MarkoLovec,1
MarkoMandelli,1
MarkoMaver,49
MarkoMilosavljević,1
MarkoNaberšnik,1
MarkoNovak,1
MarkoNoč,5
MarkoOman,1
MarkoOraže,9
MarkoPerdih,1
MarkoPoganik,2
MarkoPogačar,1
MarkoPogačni,2
MarkoPogačnik,1487
MarkoPogačnk,2
MarkoPogčanik,1
MarkoPotočnik,2
MarkoPrimožič,1
MarkoPukšič,1
MarkoRupar,2
MarkoSlavič,1
MarkoZaman,4
MarkoZidanšek,6
MarkoŠtrovs,1
MartaCiraj,2
MartaGrgičVitek,1
MartaMihelin,7
MartaSvoljšak,4
MartinBrus,2
MartinDušič,4
MartinJazbec,3
MartinLeskovar,1
MartinLisjak,2
MartinLissiach,5
MartinMožina,1
MartinNahtigal,1
MartinPremk,3
MartinRopoš,1
MartinSmodiš,4
MartinaGračner,2
MartinaVuk,48
MarušaBabnik,1
MarušaZmrzljak,1
MarušaZorec,3
MatalijaKovačJereb,1
MatašaSukič,1
MatejAndolšek,13
MatejAvbelj,3
MatejBeltram,7
MatejBlenkoš,2
MatejBlenkuš,2
MatejGojčič,1
MatejHajdinjak,6
MatejKlemenčič,1
MatejKnaus,2
MatejKošir,1
MatejKranjc,4
MatejMakarovič,1
MatejMarn,25
MatejOgrin,1
MatejPirc,45
MatejRupret,7
MatejSkočir,1
MatejStopar,1
MatejT.Vatovec,68
MatejTašnerVarovec,1
MatejTašnerVartovec,1
MatejTašnerVatovec,448
MatejTonin,172
MatejTorkar,19
MatejUrek,4
MatejValenšek,1
MatejZagorc,1
MatejaBošnjak,2
MatejaDeReja,3
MatejaDeReya,1
MatejaJandl,1
MatejaJanša,1
MatejaJašna,3
MatejaKončinaPeternel,1
MatejaKričej,6
MatejaLekanŠtrukelj,2
MatejaLopuh,3
MatejaMahkovec,1
MatejaRibič,90
MatejaRihter,1
MatejaSatler,1
MatejaToman,7
MatejaTovornik,1
MatejaUdovič,2
MatejaUdovč,556
MatejaUdvoč,1
MatejaUrbančič,1
MatejaUrbančičJelovšek,1
MatejaVraničErman,1
MatejaVraničarErman,20
MatejŽnuderl,5
MatevžLuzer,1
MatevžVrhovnik,2
MatevžČelik,1
MaticKramberger,2
MaticZupan,38
MatijaCentrih,1
MatijaCevc,1
MatijaDermota,1
MatijaDrmota,1
MatijaHorvat,1
MatijaKnapič,1
MatijaPolajnar,1
MatijaPolajner,1
MatijaSirko,1
MatijaStepišnik,2
MatijaVidmar,2
MatijaVimpolšek,1
MatijaČakš,3
MatijaŠturm,2
MatjanPapež,1
MatjažDolšek,1
MatjažGams,4
MatjažGrkman,2
MatjažGuček,3
MatjažHan,504
MatjažHomšak,1
MatjažJerkič,1
MatjažJuhart,2
MatjažKovačič,1
MatjažLičar,1
MatjažMikoš,2
MatjažMohorko,1
MatjažMrhar,1
MatjažNemec,1347
MatjažPodmiljšak,4
MatjažPodmilšek,1
MatjažRakovec,2
MatjažSušnik,1
MatjažValenčič,1
MatjažVehovec,1
MatjažVeselko,3
MatjažVodušek,3
MatjažVogrin,1
MatjažVrčko,10
MatjažŠifkovič,1
MatjažŠvagan,2
MatoGostiša,3
MatodDragonja,1
MaurizioTremul,10
MašaCvetežar,1
MašaKociper,697
MašaKosiper,2
MašaŽagar,3
MašaŽager,1
MedotDragonja,1
MeirHot,1
MeiraHot,274
MejraHot,1
MelitaZorec,1
MelitaŠinkovec,65
MensijaKurtović,4
MeraHot,1
MesecLuka,1
MetkaGorišek,32
MetkaKorže,1
MetkaLogar,1
MetkaNaglič,2
MetkaPetekUhan,2
MetkaZorc,2
MetkaZorec,1
MetkaŠoštarič,1
MetkaŠošterič,2
MetodDragonja,151
MetodGrah,1
MetodKrajnc,1
MetodPevec,3
MetodaDodičFikfak,1
MetodaHorvatPirnat,4
MetodaHrovatPirnat,48
MiaHočevar,1
MichaelBibaritsch,2
MihaBenet,6
MihaBlažič,6
MihaDežman,2
MihaGodnič,1
MihaHorvat,1
MihaHumar,2
MihaJazbinšek,1
MihaKoprivnikar,3
MihaKordiš,1559
MihaKovač,1
MihaKovačič,4
MihaLobnik,25
MihaLovšin,1
MihaMarenče,2
MihaPaternoster,1
MihaPolnar,1
MihaPrevc,1
MihaSkubic,1
MihaStegel,4
MihaVerčko,9
MihaZupančič,4
MihaelCigler,1
MihaelMarkoč,1
MihaelPrevc,56
MihaelaLovše,2
MihaČernec,1
MihaŠkerbinc,36
MihaŽupančič,2
MihraKordiš,1
MijaLapornik,1
MikaKordiš,2
MilanBrglez,318
MilanBufon,1
MilanKrek,13
MilanOzimič,11
MilanRepič,2
MilanUnuk,2
MilanZver,5
MilanČadež,2
MilenaHorvat,1
MilenaIvanušGrmek,1
MilenaKovač,2
MilenaKrnecHorvat,3
MilenaVöröš,3
MilenkoStanković,1
MilevaŠtrukelj,1
MilevaŠtukelj,6
MilojkaKolarCelarc,1
MilojkaKurtjak,1
MilošBizjak,52
MilošKosec,2
MilošRadić,4
MilošSenčur,1
MilošČas,6
MilošŠenčur,1
MilčekKomelj,2
MimaSuhadolc,2
MincaBenedejčič,5
MinikaGregorčič,1
Minister,1
MiodragĐorđević,5
MiraPalhartinger,15
MiranAčko,1
MiranBrvar,2
MiranCandellari,1
MiranGajšek,3
MiranGolub,1
MiranKimovec,1
MiranKorošak,1
MiranLakota,1
MiranLesjak,1
MiranMihelič,11
MiranRepič,1
MiranStanko,2
MiranZajšek,1
MiranZupanič,2
MirandaGroffFerjančič,2
MirjamBizjakVelikonja,2
MirjamKline,5
MirjanHren,1
MirjanaKline,1
MirjanaMagyarLovrić,2
MirjanaRanzinger,3
MirkoBarničJager,3
MirkoBarničager,1
MirkoBrničJager,8
MirkoStopar,8
MirkoŠtular,3
MiroCerar,23
MiroKrajnc,2
MiroPetek,10
MiroslavBenulič,4
MiroslavCerar,69
MiroslavKranjc,8
MiroslavPetrovec,2
MiroslavaPalhaltinger,1
MiroslavaPalhantinger,1
MiroslavaPalhartinger,38
MiroslavŽaberl,1
MithedHuskić,1
MitjaBlaganja,2
MitjaBobnar,4
MitjaBrezovnik,1
MitjaFabjan,1
MitjaGlavnik,1
MitjaGorenjšček,3
MitjaGorenšček,13
MitjaJeleničNovak,2
MitjaKranjčan,1
MitjaMočnik,2
MitjaPodgajski,1
MitjaPrezelj,2
MitjaSadek,2
MitjaSlavinec,34
MitjaSvete,1
MitjaTerče,2
MitjaVilar,3
MitjaŠuštar,3
MladenTerčelj,5
MladenVeršič,4
MojcaAvguštin,3
MojcaBerkovičSimeonov,2
MojcaBertalaničForšek,4
MojcaBreščak,1
MojcaGobec,6
MojcaGolobič,1
MojcaGroznik,1
MojcaGruden,6
MojcaIlcKlun,1
MojcaJanZoran,2
MojcaJarc,6
MojcaLukšič,1
MojcaMahkota,1
MojcaMajič,8
MojcaPečar,4
MojcaPečnikTernovšek,1
MojcaPirnat,12
MojcaPrelesnik,9
MojcaRamšakPetek,1
MojcaRamšakPešec,40
MojcaRamšekPešec,1
MojcaTancarVerboten,1
MojcaTrstenjak,1
MojcaVoljč,1
MojcaŠkrinjar,470
MojcaŠrinjar,3
MojcaŠrkinjar,1
MojcaŠtravs,1
MojcaŽnidarica,1
MojcaŽnidarič,479
MojcaŽnidaršič,2
MojcaŽnidrič,14
MojdaŽnidarič,1
MomirRadulović,5
MonikaAžman,17
MonikaFerenčak,1
MonikaGregorčič,972
MonikaGregočič,2
MonikaGregročič,4
MonikaGreogorčič,1
MonikaJakše,1
MonikaKirbišRojs,6
MonikaPintarMesarič,1
MonikaWeiss,2
MoranJurkovič,3
MoranJurkovičDane,1
MorkoKoprivc,1
MotodaHorvatPrinat,1
MoškričJanez,2
NaceKovač,1
NadaBrinovšek,27
NadaDrobnePopović,5
NadaDrobnePopovič,6
NadjaGötz,2
NadjaZalokar,1
NadjaČabal,2
NadjaČobal,4
NadjaŠinkovecZorko,2
NantiOlip,3
NassimDjaba,1
NatalijaGorščak,5
NatalijaKovačJereb,173
NatalijaNedeljko,7
NatalijaRibič,1
NatalijaSpark,1
NatašaBradičŽagar,1
NatašaBrajdičŽagar,1
NatašaBučar,4
NatašaCvetek,1
NatašaDetič,1
NatašaDolenc,28
NatašaGoršekMencin,5
NatašaHarej,3
NatašaHorvat,2
NatašaKobeLogonder,1
NatašaKocjančič,1
NatašaKovač,27
NatašaMusarMihelič,1
NatašaMusarMišelijić,2
NatašaMusarMišelič,1
NatašaMusarMišeljić,10
NatašaPosel,1
NatašaPotočnik,5
NatašaSkuič,1
NatašaSorko,1
NatašaSukić,49
NatašaSukič,2088
NatašaSukuč,1
NatašaVoršič,49
NatašaŠerbec,1
NatašaŠkrjanc,1
NatašaŠram,1
NatašaŠtelcer,1
NatšaSukič,1
NejaSamarBrenčič,1
NejcJelen,2
NejcKumar,1
NejcŠkof,1
NenaKopčavarGuček,5
NenadHardiVitorović,1
NevenkaKoprivšek,1
NevenkaKus,1
NevenkaLekše,4
NevenkaMatelič,1
NevenkaMateličNunčič,1
NevenkaMlinar,2
NevenkaRibič,22
NevenkaVolkRožič,2
NevenkaZavrl,3
NežaAjdišek,3
NežkaFigelj,2
NikPrebil,471
NikaKovač,2
NikaKrajnc,2
NikoErker,6
NikoMiholič,1
NikoŠuštarič,2
NilPrebil,1
NinaAnaJager,1
NinaAnaJäger,1
NinaGregori,1
NinaKoščak,6
NinaKoželj,8
NinaMauhler,118
NinaMaurovič,133
NinaMilost,3
NinaMujagić,1
NinaNunčič,1
NinaPirnat,15
NinaRemškar,1
NinaSeljak,1
NivesPočkar,3
NivesVrbičKugonič,1
NuškaGajšek,1
OlgaDrofenik,10
OliverVlainić,1
OliveraMirković,2
OmarSmajlović,1
OskarBanBrejc,2
OskarKomac,21
OžbaltPodpečan,8
OžboltPodpečan,1
Papež,1
Part,1
PatricijaČular,1
PatricijaŠulin,5
PatrikBole,1
PavelDemšar,6
PavlinkaKorošec-kocmur,1
PavlinkaKorošecKocmur,3
PeterBaroš,3
PeterBožnar,1
PeterCerovšek,1
PeterDrum,1
PeterGašperGašperšič,1
PeterGašperšič,1
PeterGeršak,37
PeterGrad,1
PeterGregorčič,2
PeterGrk,2
PeterGrum,2
PeterJambrek,1
PeterJančič,2
PeterJeglič,1
PeterJenko,7
PeterJešovnik,71
PeterJožefČesnik,104
PeterKozmus,1
PeterKralj,6
PeterKrečič,1
PeterMajcen,2
PeterMirt,4
PeterMisja,6
PeterPal,1
PeterPavlin,10
PeterPeterka,8
PeterPišek,2
PeterPogačar,5
PeterPožon,1
PeterPožun,49
PeterSkerbiš,2
PeterSvetina,53
PeterVrisk,1
PeterWostner,1
PeterZmagaj,1
PeterZupan,1
PeterČesnik,1
PeterŠajn,7
PeterŠtih,1
PetraBezjak,2
PetraBezjakCirman,6
PetraBrus,1
PetraCuletto,12
PetraCulletto,1
PetraIstenič,1
PetraKoleta,1
PetraLesjakTušek,3
PetraMajdič,1
PetraMaroltVajda,18
PetraMeterc,1
PetraSvoljšak,2
PetraŠubernik,1
PiaBrezavšček,1
PiaVračko,20
PimožSiter,1
Pleškovič,1
PodprdsednicaTinaHeferle,1
PodprdsednikMarkoBandelli,1
PodpredragBaković,1
Podpredsednik_____,1
Podpredsednik______,1
PodpresednikAndrejRajh,1
PodpresednikJožeLenart,1
PodredsednikAndrejČernigoj,1
PolonaFlerin,12
PolonaKovač,3
PolonaPetek,1
PolonaTorkar,4
PolonaŠolnVrbinc,2
PoloncaKenda,1
PoloncaTrudenDobrin,6
PoloncaTurdenDobrin,1
PolonijaSimon,2
PomojcaŽnidarič,1
PoninaMaurovič,1
PrdsednikBlažPavlin,1
PrdsednikMatjažNemec,2
PredednicaAnjaBahŽibert,8
PredednicaIvaDimic,2
PredednikIgorPeček,1
PredesdnikDejanŽidan,2
PredesdnikFrancBreznik,1
PredesednikIgorZorčič,1
PredgragBaković,1
PredlagBaković,1
PredradBaković,1
PredragBaković,804
PredragBakovič,13
PredragBarović,1
PredrakBaković,1
PreedsednikMarkoPogačnik,2
PresdednikFrancTrček,1
PresednicaAnjaBahŽibert,3
PresednicaIvaDimic,1
PresednicaMatejaUdovč,2
PresednicaMonikaGregorčič,2
PresednicaVioletaTomić,5
PresednikBojanPodkrajšek,1
PresednikBojanPodrajšek,7
PresednikBranislavRajić,1
PresednikBrankoGrims,1
PresednikEdvardPaulič,1
PresednikFrancBreznik,4
PresednikFrancTrček,5
PresednikIgorPeček,2
PresednikIgorZorčič,3
PresednikIvanHršak,9
PresednikMatjažNemec,7
PresednikRobertPolnar,26
PresednikSamoBevk,18
PresednikVojkoStarović,6
PresednikZvonkoČernač,16
Prevajalka,1
PrimiožSiter,1
PrimorSiter,1
PrimožDamjanovič,12
PrimožDolenc,27
PrimožPinoza,11
PrimožSitar,10
PrimožSitec,1
PrimožSiter,1092
PrimožStrojan,4
PrimožTroppan,1
PrimožTuršič,1
PrimožČernelč,1
PromižSiter,1
PrredragBaković,1
Pušnik,1
RadePribaković,1
RadkoKomadina,1
RadkoLuzar,1
RadoBrezovar,3
RadoFele,10
RadoKerč,1
RadoPezdir,2
RafaelKapš,2
RafaelKraševec,2
RafaelKrašovec,2
RajkoDjordjević,1
RajkoDjordjevič,2
RajkoFajt,68
RajkoKozmelj,4
RajkoPuš,1
RajkoStanković,5
RatkoFajt,1
RatkoLuzar,1
RebekaBratošGornik,1
RedsednikBrankoGrims,1
RenataMartinčič,2
RenataRajapakse,3
RenataZamida,5
RenataZavršnikMihič,1
RobeertPolnar,1
RoberPolnar,4
RobertApollonio,3
RobertBerginc,3
RobertBlatnik,10
RobertBolješič,1
RobertBrus,2
RobertCajhen,1
RobertCugelj,23
RobertFerenc,3
RobertFurman,1
RobertGlavaš,23
RobertGolob,1
RobertGolobinek,1
RobertGratton,1
RobertGrnjak,3
RobertKokalj,1
RobertKus,1
RobertMore,1
RobertPavišč,1
RobertPavšič,656
RobertPerič,1
RobertPeskar,3
RobertPolanar,2
RobertPolanr,2
RobertPolar,1
RobertPoler,1
RobertPolnar,5417
RobertPonar,1
RobertPožonec,1
RobertRenier,5
RobertRežonja,1
RobertRožac,35
RobertRožanc,4
RobertStrah,1
RobertTomazin,8
RobertVolčanšek,5
RobertVurušič,1
RobertŠtaba,1
RobertŠumi,16
RobetGrah,1
RobetPavšič,1
RobetPolnar,2
RobiKroflič,1
RobretPolnar,1
RokBiček,2
RokCvetko,3
RokJesih,4
RokKonečnik,1
RokMarolt,2
RokNovak,1
RokRavnikar,3
RokRoblek,1
RokRozman,1
RokSedminek,1
RokVeber,1
RomanFerenčak,4
RomanGruden,15
RomanKimavec,1
RomanKramar,1
RomanKramer,1
RomanKuhar,1
RomanM.Gruden,3
RomanPonebšek,1
RomanSavšek,2
RomanUrbanč,1
RomanZavršek,1
RomanaBošnik,1
RomanaEpih,5
RomanaMartinčič,3
RomanaTomc,7
RomanČernjak,1
RomanŽveglič,14
RominaKuričKolman,1
RosvitaSvenšek,2
RudiFatur,2
RudiHorvat,1
RudiMedved,425
RudiMerljak,2
RudiPavšič,3
RudiVolk,1
RudiŽveglič,2
SabinaHomjak,1
SabinaKorbar,5
SabinaKorošecZavšek,1
SabinaLeben,1
SabinaSeme,3
SabinaSenčar,1
SabinaZalar,4
SamerHalil,1
SamerKhalil,17
SamoBevk,1476
SamoBvek,1
SamoFakin,27
SamoHribar,1
SamoHribarMilič,5
SamoJereb,20
SamoKošir,1
SamoLampret,8
SamoMihelin,4
SamoRugelj,1
SamoStrelec,1
SamoVesel,1
SamoZajc,4
SamoČervek,13
SandiViršak,1
SandiČerin,1
SandiČurin,46
SandraBašićHrvatin,1
SanelaTalić,3
SanibojKnežak,1
SanjaAjanovićHovnik,1
SanjaRanovič,1
SaraErjavecTekavec,1
SaraKosirnik,1
SaraMarijaŠirnik,2
SaraSavnik,1
SaraSvatiSharan,1
SavinaZwitter,1
SašaArsenović,1
SašaArsenovič,1
SašaBajda,1
SašaBreceljPodgornik,2
SašaBricelj,4
SašaBriceljPodgornik,38
SašaDragarMilanovič,6
SašaGržinič,2
SašaHeath-drugović,2
SašaHeath-drugovič,5
SašaHeathDrugovič,2
SašaJazbec,104
SašaPrelič,3
SaškaKiaraKumer,2
SaškaKumar,2
SaškaKumer,2
SašoJazbec,1
SebastianCavazza,2
SebastijanValentan,2
SebastijanZupanc,1
SebastjanCavazza,1
SebastjanZupan,1
SenkaŠifkovičVrbica,1
SergijAndrejaš,2
SibilSvilan,19
SigridBerka,2
SigrigBerka,4
SilvanPeršolja,2
SilvijaHajdinjakPrendl,1
SilvijaZec,1
SilvoKontarič,2
SilvoKuntarič,1
SilvoZupančič,2
SimeonaRogelj,3
SimonMarolt,2
SimonSavski,1
SimonSlokan,2
SimonStarček,1
SimonStrgar,3
SimonTrussevich,1
SimonZajc,170
SimonZajec,1
SimonaBergoč,1
SimonaGerenčer,1
SimonaGerenčerPegan,2
SimonaKustec,12
SimonaKustecLipicer,7
SimonaKusterLipicer,1
SimonaLeskovar,14
SimonaMuhič,3
SimonaPerčič,2
SimonaPoljanšek,6
SimonaReparBornšek,23
SimonaReparPirnat,1
SimonaVodopivec,1
SimonaVrevc,2
SimonaZagorc,5
SimonovičBranko,1
SinkaŠifkovićVrbica,1
SladjanaJelisavčić,3
SladjanaJelisavčič,1
SladjanaJesić,1
SladjanaJešić,176
SladjanaJešič,3
SladjaniJešić,1
SlavicaMencingar,1
SlavicaMencinger,3
SlavkaSnedec,2
SlavkoGabrovšek,2
SlavkoKoroš,1
SlavkoKrištofelc,4
SlavkoPregl,1
SlavkoTrivković,2
SlavkoŠega,3
SlađanaJešić,7
SlađjanaJešić,1
SmiljanaKnez,4
SonajBienKarlovšek,1
SonibojKenžak,1
SonibojKnežak,240
SonjaBeinKarlovšek,2
SonjaBienKarlovšek,101
SonjaBienKralovšek,1
SonjaKralj,1
SonjaProsenc,2
SonjaTomšič,1
SonjaŠmuc,1
SpomenkaValušnik,19
SrečkoMlačnik,1
SrečkoOcvirk,3
SrečkoĐurov,9
SrečkoŠestan,9
SrečkoŽerjav,1
StaneBaloh,3
StaneBaluh,16
StaneMerše,1
StanislavPejovnik,2
StanislavRaščan,26
StanislavVrečar,10
StanislavaZadravec,1
StanislavaZadravecCaprirolo,4
StankaPreskar,4
StankaPresker,1
StankoBaloh,2
StankoBaluh,23
StankoŠtrajn,1
Stančič,1
StašRavter,1
StašaJovanović,1
StefaniaBeretta,2
StjepanMikec,1
StojanTrampte,1
StojanTramte,58
StojanŠčuka,1
SumrakĐurđica,1
SusanneWeitlaner,3
SuzanaGalič,1
SuzanaJarc,1
SuzanaKavaš,1
SuzanaKranjc,2
SuzanaLepŠimenko,31
SuzanaTratnik,1
Sušnik,1
SvojkoStarović,1
TadejAvčin,2
TadejBattelino,1
TadejBeočanin,1
TadejBevčan,1
TadejBojnec,1
TadejKern,1
TadejMeserko,7
TadejaGlavica,1
TadejaSavnik,5
TadejaŠuštar,74
TadejaŠuštarZalar,21
TadejaŠušter,1
TajZavodnik,6
TajaSteblovnik,4
TajdaLogar,1
TamaraGregorčič,10
TamaraKolarič,1
TamaraLahTurnšek,1
TamaraPeklarKorošec,1
TamaraStaričPetrović,1
TamaraVonta,11
TanjaBolte,2
TanjaDular,1
TanjaFajon,9
TanjaKerševanSmokcina,1
TanjaKerševanSmokvin,1
TanjaKerševanSmokvina,15
TanjaKrševan,1
TanjaLavrenčič,1
TanjaMarušič,4
TanjaMate,5
TanjaMatjaševič,8
TanjaMuha,26
TanjaOberski,1
TanjaOtrin,2
TanjaStrniša,76
TanjaTravnikar,4
TanjaŠpanić,1
TarikŽigon,1
TatjanaAdamič,1
TatjanaBobnar,37
TatjanaEberlincJurkas,1
TatjanaFrelih,3
TatjanaJevševar,1
TatjanaLejkoZupanc,1
TatjanaLikar,1
TatjanaMarn,1
TatjanaMlakar,11
TatjanaRojc,6
TatjanaZagorc,2
TeaJarc,2
TejaBevc,1
TejaKorbar,1
TeodorŽepič,2
TerezaNovak,1
TilenBasle,1
TilenBožič,110
TimHorvat,1
TimOsmak,1
TinaBergant,2
TinaBrecelj,10
TinaBregant,51
TinaGerbec,6
TinaHeferle,580
TinaHefrle,11
TinaHumar,2
TinaJamšek,3
TinaSršen,4
TitAlbreht,2
TjašaDoljak,1
TjašaKozole,2
TjašaPogačar,1
TjašaPoreber,1
TjašaŠkreblin,1
TjašaŽoharČretnik,1
TomZalaznik,2
Toman,1
TomažBoh,9
TomažBole,1
TomažBoltin,2
TomažCunda,1
TomažCunder,2
TomažGantar,28
TomažGorec,2
TomažGorenc,1
TomažHorvat,24
TomažKlemenc,3
TomažKoren,3
TomažKošak,3
TomažKraškovic,3
TomažKrištof,2
TomažKukovica,3
TomažKučič,1
TomažLisec,126
TomažOgrin,12
TomažPavček,1
TomažPerše,4
TomažPetek,11
TomažPečjak,19
TomažPliberšek,79
TomažProhinar,1
TomažRepinc,1
TomažRode,2
TomažVesel,31
TomažVidic,10
TomažVrček,1
TomažWillempart,1
TomažWillenpart,14
TomažWraber,3
TomažZwitter,1
TomažČop,1
TomažŠtoka,1
TomiRumpf,11
TomislavPanenić,12
TomislavTkalec,1
TomislavŠpilak,1
TomžaVidic,1
ToneDolčič,5
ToneKajzer,34
ToneKrkovič,2
ToneKvasič,2
TonePetrič,2
ToneSlak,2
ToneČesen,1
ToniBalažič,2
ToniKoršič,1
ToniRumpf,1
TonjaJerele,2
TonyLenko,2
TrancTrček,1
Trček,1
TugomirKodelja,63
TugomirMajdak,3
UrbanKorenjak,1
UrbanKrajcar,16
UrbanKrajcer,7
UrhGrošelj,2
UrošBrežan,2
UrošDurn,2
UrošKorenčan,2
UrošKorošec,3
UrošKrek,1
UrošKrižanec,1
UrošLampert,2
UrošLampret,113
UrošMacerl,2
UrošNovak,3
UrošPaternus,1
UrošRustja,1
UrošSvete,1
UrošUrbanija,42
UrošŠtuhec,7
UrsulaVonDerLeyen,1
UršaAličKolen,1
UršaGorenc,2
UršaMenart,2
UršaRegvar,3
UršaŽidan,1
UrškaAhlinGanziti,2
UrškaBan,19
UrškaCvelbar,7
UrškaErklavec,1
UrškaJež,2
UrškaJurman,2
UrškaKorošec,3
UrškaLušina,1
UrškaSrnec,1
UršulaCetinski,6
UršulaMenihDokl,7
UršulaZoreTavčar,23
ValentinHajdinak,1
ValentinHajdinjak,2
ValentinInzko,1
ValentinSchein,1
ValentinSima,3
Valentina-AnamarijaMarolt,1
ValentinaAnamarijaMarlot,1
ValentinaAnamarijaMarolt,15
ValentinaMarolt,30
ValentinaVehovar,9
ValerijaKunštek,5
ValerijaLekićPoljšak,1
ValterBandelj,1
ValterMlekuš,1
VanessaGrmek,3
VarjaMočnik,1
VaskoSimonit,1
VaskoSimoniti,138
VeraKržišnikBukić,2
VeraMarkoja,2
VeraPečnik,1
Vesel,1
VesnaFabjan,2
VesnaKalčič,2
VesnaMarinko,3
VesnaNahtigal,1
VesnaZadnik,2
VidaTörnarJudit,3
ViktorVračar,1
ViktorijaTomič,7
ViktorŠvigelj,1
