xml:id	count	correct_string
EdvardaPaulič	2	EdvardPaulič
EdvartPaulič	3	EdvardPaulič
EdwardClug	3	EdwardClug
EgonRebec	1	EgonRebec
ElenaPečarič	13	ElenaPečarič
ElenaUšajZavadlav	3	ElenaZavadlavUšaj
ElenaZavadlavUšaj	56	ElenaZavadlavUšaj
ElenaZavedlavUšaj	2	ElenaZavadlavUšaj
EmaAjster	2	EmaAjster
EmaLavrič	2	EmaLavrič
EmilErjavec	2	EmilErjavec
EmilKos	2	EmilKos
EmilRojc	4	EmilRojc
EmilZakonjšek	8	EmilZakonjšek
EmilZakonšek	5	EmilZakonjšek
EmilijaPlacerTušar	1	EmilijaPlacerTušar
EnaKobentar	1	EnaKobentar
EndreMesaroš	3	EndreMesaroš
EnosKugler	1	EnosKugler
ErikHofbauer	2	ErikHofbauer
ErikKerševan	34	ErikKerševan
ErikPagon	4	ErikPagon
ErikaOblak	1	ErikaOblak
ErikaPajntar	1	ErikaPajntar
ErikaPerić	1	ErikaPerić
ErnestPetrič	5	ErnestPetrič
EvaDimic	1	IvaDimic
EvaIgrl	29	EvaIrgl
EvaIrg	1	EvaIrgl
EvaIrga	1	EvaIrgl
EvaIrgl	2995	EvaIrgl
EvaMatjaž	1	EvaMatjaž
EvaMermolja	1	EvaMermolja
EvaPodlogar	1	EvaPodlogar
EvaRorman	2	EvaRorman
EvardPaulič	1	EdvardPaulič
EvaŠravsPodlogar	1	EvaŠtravsPodlogar
EvaŠtrausPodlogar	11	EvaŠtravsPodlogar
EvaŠtravs	6	EvaŠtravsPodlogar
EvaŠtravsPodlogar	39	EvaŠtravsPodlogar
EvaŠtrovsPodlogar	1	EvaŠtravsPodlogar
EvelinPristavecTratar	4	EvelinPristavecTratar
EvelinVesenjak	2	EvelinVesenjak
EvgenGovekar	1	EvgenGovekar
EvitaLeskovšek	1	EvitaLeskovšek
FatmirBećiri	3	FatmirBećiri
FatmirBečiri	3	FatmirBećiri
FedjaPobegajlo	3	FedjaPobegajlo
FeliceŽiča	2	FeliceŽiža
FeliceŽiža	47	FeliceŽiža
FeliksViser	1	FeliksViser
FerencHorvat	3	FerencHorváth
FerencHorvath	11	FerencHorváth
FerencHorvát	1	FerencHorváth
FerencHorváth	170	FerencHorváth
FerencHorvŕth	1	FerencHorváth
FerencHováth	3	FerencHorváth
FlorenceFerrari	4	FlorenceFerrari
FlorijanPoljšak	1	FlorijanPoljšak
FraciTrček	1	FrancTrček
FranBreznik	1	FrancBreznik
FranJurša	1	FrancJurša
FrancBogovič	3	FrancBogovič
FrancBrezink	1	FrancBreznik
FrancBreznik	1294	FrancBreznik
FrancHermanŠimnovec	2	FrancHermanŠimnovec
FrancHorvat	2	FrancHorvat
FrancJurša	100	FrancJurša
FrancKangler	129	FrancKangler
FrancKepa	1	FranciKepa
FrancKlangler	1	FrancKangler
FrancKramar	87	FrancKramar
FrancKučan	1	FrancKüčan
FrancKüčan	1	FrancKüčan
FrancPbreznik	2	FrancBreznik
FrancPukšič	2	FrancPukšič
FrancRadman	3	FrancRadman
FrancRančigaj	2	FrancRančigaj
FrancRosec	86	FrancRosec
FrancStanonik	5	FrancStanonik
FrancTasič	3	FrancTasič
FrancTeček	1	FrancTrček
FrancTreček	11	FrancTrček
FrancTrkeč	2	FrancTrček
FrancTrček	1994	FrancTrček
FrancVindišar	57	FrancVindišar
FrancZabukošek	2	FrancZabukošek
FrancZalar	1	FrancZalar
FranciBreznik	3	FrancBreznik
FranciBut	1	FranciBut
FranciDemšar	4	FranciDemšar
FranciKepa	157	FranciKepa
FranciKlužer	2	FranciKlužer
FranciMagister	1	FranciMagister
FranciPetek	4	FranciPetek
FranciRokavec	6	FranciRokavec
FranciRosec	2	FrancRosec
FranciZalar	1	FranciZlatar
FranciZlatar	2	FranciZlatar
FranckaPremzel	1	FranckaPremzel
FrancČuš	1	FrancČuš
FranjaKerševanSmokvina	2	TanjaKerševanSmokvina
FrančišekVerk	4	FrančišekVerk
FrančiškaAl-mansour	1	FrančiškaAl-Mansour
FrančiškaĆetković	1	FrančiškaĆetković
FrncBreznik	3	FrancBreznik
FrranciPetek	1	FranciPetek
GabrielHribar	1	GabrielHribar
GabrijelHribar	1	GabrielHribar
GabrijelŠkof	15	GabrijelŠkof
GajaŠtovičej	4	GajaŠtovičej
GašperAndrinek	1	GašperAndrinek
GašperDolžan	2	GašperDovžan
GašperDovšan	1	GašperDovžan
GašperDovžan	66	GašperDovžan
GašperHrastelj	1	GašperHrastelj
GašperKemperle	4	GašperKemperle
GašperMarc	2	GašperMarc
GašperUršič	2	GašperUršič
GašperŽbogar	1	GašperŽbogar
GergorPerič	9	GregorPerič
Gomilšak	1	Gomilšak
GoranForbici	4	GoranForbici
GoranKodelja	1	GoranKodelja
GoranLukić	18	GoranLukić
GoranLukič	3	GoranLukić
GoranNovković	5	GoranNovković
GoranStranče	3	GoranStranče
GoranTurk	2	GoranTurk
GorazdHumar	1	GorazdHumar
GorazdJenko	1	GorazdJenko
GorazdKovačič	2	GorazdKovačič
GorazdPodbevšek	3	GorazdPodbevšek
GorazdPožlep	1	GorazdPožlep
GorazdRenčelj	22	GorazdRenčelj
GorazdTrpin	4	GorazdTrpin
GorazdČibej	18	GorazdČibej
GorazdČibelj	1	GorazdČibej
GordanaDrimel	3	GordanaDrimel
GregaMalec	9	GregaMalec
GregaStrban	4	GregaStrban
GregoorPerič	1	GregorPerič
GregorAnderluh	1	GregorAnderluh
GregorBezenšek	3	GregorBezenšek
GregorFicko	2	GregorFicko
GregorGajšek	1	GregorGajšek
GregorJagodič	1	GregorJagodič
GregorJurak	1	GregorJurak
GregorKos	6	GregorKos
GregorKošir	2	GregorKošir
GregorMacedoni	3	GregorMacedoni
GregorMajdič	1	GregorMajdič
GregorMajdiš	2	GregorMajdič
GregorMarkelj	6	GregorMarkelj
GregorMeterc	3	GregorMeterc
GregorPerič	885	GregorPerič
GregorPetrič	4	GregorPerič
GregorPečan	3	GregorPečan
GregorPust	1	GregorPust
GregorRepovž	2	GregorRepovž
GregorSluga	1	GregorSluga
GregorStarc	2	GregorStarc
GregorStrban	2	GregaStrban
GregorStrmčnik	1	GregorStrmčnik
GregorStrojin	61	GregorStrojin
GregorStrojina	1	GregorStrojin
GregorŽidan	30	GregorŽidan
GreogorPerič	1	GregorPerič
GvidoNovak	4	GvidoNovak
HanaKošan	1	HanaKošan
HanaKošar	1	HanaKošan
HanziFilipič	1	HanziFilipič
HarijFurlan	6	HarijFurlan
HelenaJaklitsch	17	HelenaJaklitsch
HelenaKavčič	1	HelenaKavčič
HelenaMole	1	HelenaMole
HelenaRus	37	HelenaRus
HelenaValas	2	HelenaValas
HelenaZver	7	HelenaZver
HermanPušnik	1	HermanPušnik
HinkoŠolinc	2	HinkoŠolinc
HorvatJožef	2	JožefHorvat
HožefHorvat	1	JožefHorvat
Humar	1	GorazdHumar
IgnacijVoje	1	IgnacijVoje
IgnacijaFridelJarc	1	IgnacijaFridlJarc
IgnacijaFridl	1	IgnacijaFridlJarc
IgnacijaFridlJarc	108	IgnacijaFridlJarc
IgnacijiFridlJarc	1	IgnacijaFridlJarc
IgnacijoFridlJarc	1	IgnacijaFridlJarc
IgorAntauer	38	IgorAntauer
IgorCesarec	2	IgorCesarec
IgorDovnik	3	IgorDovnik
IgorEršte	10	IgorEršte
IgorGabrovec	4	IgorGabrovec
IgorHrovatič	6	IgorHrovatič
IgorJukič	2	IgorJukič
IgorKadunc	34	IgorKadunc
IgorKastelic	2	IgorKastelic
IgorKnez	2	IgorKnez
IgorLakota	3	IgorLakota
IgorLamberger	1	IgorLamberger
IgorLukšič	1	IgorJukič
IgorMali	3	IgorMally
IgorMally	26	IgorMally
IgorMarentič	3	IgorMarentič
IgorMilavc	2	IgorMilavec
IgorMilavec	1	IgorMilavec
IgorMuzlovič	3	IgorMuzlovič
IgorMuževič	1	IgorMuževič
IgorNered	1	IgorNered
IgorPapič	1	IgorPapič
IgorPerič	9	IgorPerič
IgorPetek	1	IgorPetek
IgorPeček	2447	IgorPeček
IgorPirkovič	10	IgorPirkovič
IgorPušnik	3	IgorPušnik
IgorSelan	2	IgorSelan
IgorSep	1	IgorSep
IgorSimšič	1	IgorSimšič
IgorSirc	10	IgorSirc
IgorVelov	11	IgorVelov
IgorZorčič	836	IgorZorčič
IgorČizmek	1	IgorČizmek
IgorŠirc	1	IgorSirc
IgorŠoltes	4	IgorŠoltes
IgorŠpanjol	1	IgorŠpanjol
IgorŠvab	3	IgorŠvab
IgroPeček	1	IgorPeček
ImbreBalogh	2	ImreBalogh
ImreBalogh	9	ImreBalogh
InanHršak	1	IvanHršak
IngaRemeta	6	IngaRemeta
IngeRemeta	2	IngaRemeta
IngridCelestina	1	IngridCelestina
IrenaBide	1	IrenaVide
IrenaDrmaž	8	IrenaDrmaž
IrenaIlešičČujovič	12	IrenaIlešičČujovič
IrenaJakličValenti	5	IrenaJakličValenti
IrenaJoveva	2	IrenaJoveva
IrenaKuntaričHribar	1	IrenaKuntaričHribar
IrenaKuzma	1	IrenaKuzma
IrenaLesar	1	IrenaLesar
IrenaMajcen	10	IrenaMajcen
IrenaMarš	6	IrenaMarš
IrenaMomić	9	IrenaMomić
IrenaNunčič	2	IrenaNunčič
IrenaOblak	1	IrenaOblak
IrenaOstrouška	1	IrenaOstrouška
IrenaVide	1	IrenaVide
IrenaVidic	1	IrenaVidic
Iris	1	IrisJelačinKnavs
IrisFinkGrubačević	1	IrisFinkGrubačević
IrisJelačinKnavs	1	IrisJelačinKnavs
IrmaButina	3	IrmaButina
IvaDimc	1	IvaDimic
IvaDimic	2010	IvaDimic
IvanCeglar	3	IvanCeglar
IvanEržen	1	IvanEržen
IvanGale	3	IvanGale
IvanHršak	977	IvanHršak
IvanKrajnc	3	IvanKrajnc
IvanKršak	3	IvanHršak
IvanMeh	11	IvanMeh
IvanMolan	2	IvanMolan
IvanOven	1	IvanOven
IvanRadulović	2	IvanRadulović
IvanRadulovič	1	IvanRadulović
IvanRadulovć	1	IvanRadulović
IvanSimič	3	IvanSimič
IvanušaJani	2	IvanušaJani
IvanŠelih	10	IvanŠelih
IvanŽagar	2	IvanŽagar
IvoVajgl	1	IvoVajgl
IzidorOstanOžbolt	1	IzidorOstanOžbolt
IztokAltbauer	1	IztokAltbauer
IztokBricl	1	IztokBricl
IztokHumar	6	IztokHumar
IztokIlc	2	IztokIlc
IztokJamšek	1	IztokJamšek
IztokKordiš	2	IztokKordiš
IztokMori	2	IztokMori
IztokPeroša	1	IztokPeroša
IztokProdan	1	IztokProdan
IztokPurič	31	IztokPurič
IztokSlavič	2	IztokSlavič
IztokSuhadolnik	5	IztokSuhadolnik
IztokŠori	1	IztokŠori
JadranKlinc	1	JadranKlinc
JadrankaBoturovićPonikvar	1	JadrankaButurovićPonikvar
JadrankaButurovićPonikvar	6	JadrankaButurovićPonikvar
JadrankaGrmek	1	JadrankaGrmek
JadrankaJuras	4	JadrankaJuras
JadrankoGrlić	23	JadrankoGrlić
JakaBizjak	11	JakaBizjak
JakaMatičič	2	JakaMatičič
JakaTrilar	3	JakaTrilar
JakaVogrinčičBizjak	1	JakaVogrinčičBizjak
JakaŠilak	2	JakaŠilak
JakobPočivalšek	3	JakobPočivavšek
JakobPočivavšek	9	JakobPočivavšek
JanPeloza	1	JanPeloza
JanZobec	3	JanZobec
JanaAhčin	8	JanaAhčin
JanaBedrač	2	JanaBedrač
JanaBoltaSaje	2	JanaBoltaSaje
JanaKolar	1	JanaKolar
JanaLošin	1	JanaLošin
JanaTurk	1	JanaTurk
JanaŽakelj	9	JanezŽakelj
JanezBeja	15	JanezBeja
JanezCiglerKralj	66	JanezCiglerKralj
JanezDamjan	1	JanezDamjan
JanezDolgar	1	JanezDoltar
JanezDoltar	1	JanezDoltar
JanezErjavec	2	JanezErjavec
JanezHorvat	1	JanezHorvat
JanezHribar	1	JanezHribar
JanezIvanJanša	1	JanezJanša
JanezJanša	11	JanezJanša
JanezJazbec	4	JanezJazbec
JanezKrek	2	JanezKrek
JanezKromar	2	JanezKromar
JanezKušar	1	JanezKušar
JanezLenarčič	14	JanezLenarčič
JanezLogar	11	JanezLogar
JanezMadžar	1	JanezMagyar
JanezMagyar	1	JanezMagyar
JanezMalačič	1	JanezMalačič
JanezMohorič	1	JanezMohorič
JanezMoškrič	90	JanezMoškrič
JanezMoščkrič	1	JanezMoškrič
JanezPodržaj	1	JanezPodržaj
JanezPogorelec	3	JanezPogorelec
JanezPoklukar	50	JanezPoklukar
JanezPortir	1	JanezPortir
JanezPosedi	21	JanezPosedi
JanezRakar	1	JanezRakar
JanezSnoj	1	JanezSnoj
JanezSodržnik	2	JanezSodržnik
JanezStarman	1	JanezStarman
JanezStušek	11	JanezStušek
JanezSušnik	1	JanezSušnik
JanezUrbanc	3	JanezUrbanc
JanezŽakelj	22	JanezŽakelj
JanezŽlak	13	JanezŽlak
JaniIvanuš	1	JaniIvanuša
JaniIvanuša	281	JaniIvanuša
JaniJankoMöderndorfer	1	JaniJankoMöderndorfer
JaniMödderndorfer	1	JaniJankoMöderndorfer
JaniMöderdorfer	1	JaniJankoMöderndorfer
JaniMöderendorfer	1	JaniJankoMöderndorfer
JaniMöderndofer	5	JaniJankoMöderndorfer
JaniMöderndorfer	824	JaniJankoMöderndorfer
JaniMőderndorfer	3	JaniJankoMöderndorfer
JaniPrednik	97	JaniPrednik
JaniPrednnik	1	JaniPrednik
Janimöderndorfer	3	JaniJankoMöderndorfer
JanjaBogataj	7	JanjaBogataj
JanjaGarbasHočevar	2	JanjaGarvasHočevar
JanjaGarvasHočevar	49	JanjaGarvasHočevar
JanjaGavrasHočevr	1	JanjaGarvasHočevar
JanjaHeferle	1	JanjaHeferle
JanjaPerme	1	JanjaPerme
JanjaPlevnik	2	JanjaPlevnik
JanjaSluga	532	JanjaSluga
JanjaSosič	10	JanjaSosič
JanjaTuršič	4	JanjaTuršič
JanjaVrečičPerhavec	2	JanjaVrečičPerhavec
JanjaZalar	1	JanjaZalar
JankoCafuta	2	JankoCafuta
JankoKramžar	1	JankoKramžar
JankoMarinko	2	JankoMarinko
JankoMöderndorfer	2	JaniMöderndorfer
JankoPlesec	3	JankoPlesec
JankoRozman	4	JankoRozman
JankoRožič	1	JankoRožič
JankoStojkovič	1	JankoStojkovič
JankoUrbanc	1	JanezUrbanc
JanošKern	12	JanošKern
JanušKern	1	JanošKern
JanŠkern	1	JanŠkern
JanŠkoberne	5	JanŠkoberne
JasminaKlopčič	1	JasminaKlopčič
JasminaRakitaCencelj	3	JasminaRakitaCencelj
JasnaGabrič	2	JasnaGabrič
JasnaMurgel	1	JasnaMurgel
JasnaČukRupnik	3	JasnaČukRupnik
JasnaŠegan	1	JasnaŠegan
JašaJenull	2	JašaJenull
JašaVrabec	3	JašaVrabec
JelenaAleksić	4	JelenaAleksić
JelenaKljajić	3	JelenaKljajić
JelinčičPlemeniti	2	ZmagoJelinčičPlemeniti
JelkaGodec	146	JelkaGodec
JelkaPirkovič	5	JelkaPirkovič
JelkaZorn	1	JelkaZorn
JelkoKacin	4	JelkoKacin
JercaKorče	160	JercaKorče
JerenejŠtromajer	1	JernejŠtromajer
JericaLipec	1	JericaLipec
JernejBenedik	1	JernejBenedik
JernejDolinšek	2	JernejDolinšek
JernejDrofenik	2	JernejDrofenik
JernejMüller	1	JernejMűller
JernejMűller	1	JernejMüller
JernejPikalo	31	JernejPikalo
JernejRedek	3	JernejRedek
JernejSalecl	1	JernejSalecl
JernejTašnerVatovec	1	MatejTašnerVatovec
JernejTovornik	1	JernejTovornik
JernejVrovec	2	JernejVrtovec
JernejVrtovec	356	JernejVrtovec
JernejaBergoč	1	JernejaBergoč
JernejaFarkašLainščak	14	JernejaFarkašLainščak
JernejaFarkašLainšček	1	JernejaFarkašLainščak
JernejaJugJerše	7	JernejaJugJerše
JernejaMaček	1	JernejaMaček
JernejaMolan	1	JernejaMolan
JernejČokl	2	JernejČokl
JernejŠtromajer	58	JernejŠtromajer
JernejŠček	1	JernejŠček
JernerVrtovec	4	JernejVrtovec
JernerŠtromajer	1	JernejŠtromajer
JorgHodalič	2	JorgHodalič
JorgKristijanPetrovič	2	JorgKristijanPetrovič
JosipLukenda	11	JosipLukenda
JosipMihalic	1	JosipMihalic
JosipMihalić	1	JosipMihalic
JoštJakša	2	JoštJakša
JoštŽagar	1	JoštŽagar
JožaHabernik	1	JožeHabernik
JožeBaškovič	2	JožeBaškovič
JožeBlajs	1	JožeBlajs
JožeBogataj	4	JožeBogataj
JožeDrofenik	2	JožefDrofenik
JožeDuhovnik	4	JožeDuhovnik
JožeGolobič	2	JožeGolobič
JožeHabernik	2	JožeHabernik
JožeHobič	2	JožeHobič
JožeHorvat	4	JožefHorvat
JožeHribar	3	JožeHribar
JožeJaklin	3	JožeJaklin
JožeJerič	1	JožeJerič
JožeKonec	2	JožeKonec
JožeKozina	3	JožeKozina
JožeLenar	2	JožeLenart
JožeLenart	701	JožeLenart
JožeMermal	5	JožeMermal
JožeMoškrič	1	JožeMoškrič
JožePodgorše	1	JožePodgoršek
JožePodgoršek	139	JožePodgoršek
JožePodržaj	7	JožePodržaj
JožePogoršek	2	JožePodgoršek
JožePosedi	1	JožePosedi
JožeRamovš	3	JožeRamovš
JožeRovan	1	JožeRovan
JožeSambt	1	JožeSambt
JožeSenica	1	JožeSenica
JožeSmole	2	JožeSmole
JožeSmrdel	6	JožeSmrdel
JožeSodja	1	JožeSodja
JožeTaler	1	JožeTaler
JožeTank	1	JožeTanko
JožeTanka	1	JožeTanko
JožeTanko	263	JožeTanko
JožeTurnšek	1	JožeTurnšek
JožefDrofenik	7	JožefDrofenik
JožefFicko	4	JožefFicko
JožefHorva	1	JožefHorvat
JožefHorvat	648	JožefHorvat
JožefHorvatSandreli	3	JožefHorvatSandreli
JožefHrovat	1	JožefHorvat
JožefLenart	157	JožeLenart
JožefPeterČesnik	2	JožefPeterČesnik
JožekHorvat-Muc	2	JožefHorvatSandreli
JožekHorvat-muc	8	JožefHorvatSandreli
JožekHorvatMuc	2	JožefHorvatSandreli
JožicaMaučecZakotnik	6	JožicaMaučecZakotnik
JpžefHorvat	1	JožefHorvat
JuditVidaTornar	1	JuditVidaTörnar
JuerFerjan	1	JureFerjan
JulijanFortunat	3	JulijanFortunat
JulijanČavdek	3	JulijanČavdek
JureAnžin	1	JureAnžin
JureDermastja	1	JureDermastja
JureFerjan	79	JureFerjan
JureGašparič	11	JureGašparič
JureGašperič	1	JureGašparič
JureKostanjšek	2	JureKostanjšek
JureLeben	31	JureLeben
JureLeskovec	2	JureLeskovec
JureMarkič	1	JureMarkič
JurePogačnik	15	JurePogačnik
JurePonikvar	2	JurePonikvar
JureVeteršek	1	JureVeteršek
JureVršnak	1	JureVršnak
JurijFurst	1	JurijFürst
JurijFürst	1	JurijFürst
JurijGroznik	13	JurijGroznik
JurijKrpan	1	JurijKrpan
JurijLep	190	JurijLep
JurijToplak	3	JurijToplak
JurijŽitek	1	JurijŽitko
JurijŽitko	6	JurijŽitko
JózsefGyörkös	8	JózsefGyörkös
JózsefVégi	1	JózsefVégi
KajaLipnikVehovar	1	KajaLipnikVehovar
KajaŠirok	1	KajaŠirok
KalaUrh	2	KarlaUrh
KarelErjavec	1	KarlViktorErjavec
KarelLipič	23	KarelLipič
KarelViktorErjavec	1	KarlViktorErjavec
KarinaDitz	1	KarinaDitz
KarlErjavec	9	KarlErjavec
KarlLipič	1	KarelLipič
KarlViktorEjravec	1	KarlViktorErjavec
KarlViktorErjavec	40	KarlViktorErjavec
KarlaPintar	1	KarlaPintar
KarlaUrh	189	KarlaUrh
KarmenFurman	253	KarmenFurman
KarmenKozmusFerjan	3	KarmenKozmusFerjan
KarmenLebeGrajf	3	KarmenLebeGrajf
KarmenNovak	1	KarmenNovak
KarmenRenčelj	1	KarmenRenčelj
KarmenStariha	4	KarmenStariha
KatarinaBervarSternad	7	KatarinaBervarSternad
KatarinaBervarStrgar	1	KatarinaBervarSternad
KatarinaBervarStrnad	2	KatarinaBervarSternad
KatarinaKralj	51	KatarinaKralj
KatarinaMohar	1	KatarinaMohar
KatarinaPrebil	2	KatarinaPrebil
KatarinaŠteblaj	2	KatarinaŠteblaj
KatinModic	1	KatrinModic
KatjaBožič	2	KatjaBožič
KatjaBuda	1	KatjaBuda
KatjaDolšak	1	KatjaDovžak
KatjaDolžak	1	KatjaDovžak
KatjaHuš	6	KatjaHuš
KatjaJerman	1	KatjaJerman
KatjaLautar	11	KatjaLautar
KatjaLauter	1	KatjaLautar
KatjaLavtar	4	KatjaLautar
KatjaLeitinger	3	KatjaLeitinger
KatjaPepelnak	1	KatjaPepelnak
KatjaPodbevšek	1	KatjaPodbevšek
KatjaPoglajenRučigaj	3	KatjaPoglajenRučigaj
KatjaRiharBajuk	12	KatjaRiharBajuk
KatjaStušek	1	KatjaStušek
KatjaTrilerVrtovec	17	KatjaTrillerVrtovec
KatjaTriller	1	KatjaTrillerVrtovec
KatjaTrillerVrtovec	36	KatjaTrillerVrtovec
KatjaZabukovecKerim	1	KatjaZabukovecKerin
KatjaZabukovecKerin	2	KatjaZabukovecKerin
KatjaČič	4	KatjaČič
KatjušaPopović	1	KatjušaPopović
KatjušaPopovič	1	KatjušaPopović
KatrinModic	1	KatrinModic
KepaFranc	1	KepaFranc
KhalidAli	1	KhalidAli
KimKomljanec	1	KimKomljanec
KlaraMihaldinec	1	KlaraMihaldinec
KlaraSkubicErmenc	1	KlaraSkubicErmenc
KlavdijaKobalStraus	2	KlavdijaKobalStraus
KlavdijaKobalŠtaus	1	KlavdijaKobalStraus
KlavdijaPoropat	3	KlavdijaPoropat
KlavdijaŠtimec	2	KlavdijaŠtimec
KlemenBoštjančič	2	KlemenBoštjančič
KlemenDvornik	8	KlemenDvornik
KlemenGrošelj	39	KlemenGrošelj
KlemenJaklič	2	KlemenJaklič
KlemenKošir	1	KlemenKošir
KlemenMarkeš	8	KlemenMarkeš
KlemenMiklavič	1	KlemenMiklavič
KlemenPeran	6	KlemenPeran
KlemenPotisek	2	KlemenPotisek
KlemenŠuligoj	1	KlemenŠuligoj
KonradKuštrin	1	KonradKuštrin
KordišMiha	3	KordišMiha
KornelijaMarzel	6	KornelijaMarzel
KornelijaMrzel	1	KornelijaMarzel
KozmaAhačič	2	KozmaAhačič
KralaUrh	2	KarlaUrh
KrešimirŽagar	2	KrešimirŽagar
KristijanBriški	2	KristijanBriški
KristijanLovrak	1	KristijanLovrak
KristijanMlekuš	2	KristjanMlekuš
KristijanMusekLešnik	2	KristijanMusekLešnik
KristinaKotnikŠumah	5	KristinaKotnikŠumah
KristinaModic	2	KristinaModic
KristinaŠteblaj	106	KristinaŠteblaj
KristjanMagdič	1	KristjanMagdič
KristjanMlekuš	6	KristjanMlekuš
KristjanVerbič	8	KristjanVerbič
KritinaŠteblaj	1	KristinaŠteblaj
KrištofMlakar	2	KrištofMlakar
KrmenFurman	1	KarmenFurman
KrunoslavJakupčić	1	KrunoslavJakupčić
KrunoslavPavlović	4	KrunoslavPavlović
KsenijaDobila	1	KsenijaDobrila
KsenijaDobrila	15	KsenijaDobrila
KsenijaKampfer	1	KsenijaKlampfer
KsenijaKlampfer	102	KsenijaKlampfer
KsenijaTušek-Bunc	2	KsenijaTušek-Bunc
LadiRožič	2	LadiRožič
LadislavKošiček	2	LadislavKošiček
LadislavRožič	2	VladislavRožič
LadoBradač	29	LadoBradač
LadoBradč	1	LadoBradač
LaraSavnik	1	LaraSavnik
LarisaEvaRamovš	1	LarisaEvaRamovš
LarsPodkrajšek	1	LarsPodkrajšek
LeaKnez	1	LeaKnez
LeaMarijaColaričJakše	1	Lea-MarijaColarič-Jakše
LenartJože	4	LenartJože
LenčaArkoFabjan	64	LenčaArkoFabjan
LenčarArkoFabjan	1	LenčaArkoFabjan
LeoKnez	3	LeoKnez
LeoKremžar	1	LeoKremžar
LeonBehin	31	LeonBehin
LeonCizelj	2	LeonCizelj
LeonKegel	2	LeonKegel
LeonKegelj	6	LeonKegel
LeonMarjasec	1	LeonMerjasec
LeonMerjasec	10	LeonMerjasec
LeonZemljič	2	LeonZemljič
LeonidaZalokar	1	LeonidaZalokar
LidiaGlavina	13	LidiaGlavina
LidijaDivjakMirink	1	LidijaDivjakMirnik
LidijaDivjakMirni	5	LidijaDivjakMirnik
LidijaDivjakMirnik	364	LidijaDivjakMirnik
LidijaDivjakMirnk	2	LidijaDivjakMirnik
LidijaDivkajMirnik	1	LidijaDivjakMirnik
LidijaIvanuša	20	LidijaIvanuša
LidijaJerkič	9	LidijaJerkič
LidijaKozlovič	1	LidijaKozlovič
LidijaMirnikDivjak	3	LidijaDivjakMirnik
LidijaPezdirRistič	2	LidijaPezdirRistič
LidijaStebernak	2	LidijaStebernak
LidijaŽivčič	2	LidijaŽivčič
LidijaŽižek	3	LidijaŽižek
LiliMahne	3	LiliMahne
LiliSteblovnik	1	LiliSteblovnik
LilijanaBukovič	2	LiljanaBukovič
LilijanaKodrič	1	LilijanaKodrič
LilijanaKozlovič	39	LilijanaKozlovič
LilijanaMadjar	1	LilijanaMadjar
LilijanaMadžar	2	LiljanaMadjar
LiljanaBukovič	2	LilijanaBukovič
LiljanaKozlovič	5	LilijanaKozlovič
LiljanaMadjar	2	LilijanaMadžar
LjiljanaHerga	5	LjiljanaHerga
LjiljanaKodrič	1	LilijanaKodrič
LjuboGermič	1	LjuboGermič
LjubomirKolarek	1	LjubomirKolarek
LjuboŽnidar	79	LjuboŽnidar
LjudmilaNovak	390	LjudmilaNovak
LojzePeterle	1	LojzePeterle
LojzeWieser	3	LojzeWieser
LojzeČerne	1	LojzeČerne
LucijaRemec	1	LucijaRemec
LucijaČok	1	LucijaČok
LuisaPaisLowe	2	LuisaPaisLowe
LukaJuvančič	5	LukaJuvančič
LukaKocina	9	LukaKocina
LukaMesec	704	LukaMesec
LukaMesecd	1	LukaMesec
LukaNabergoj	2	LukaNabergoj
LukaŠolmajer	1	LukaŠolmajer
LučkaBöhm	3	LučkaBöhm
LučkaKajfežBogataj	3	LučkaKajfežBogataj
MagAndrejRajh	1	AndrejRajh
MagBrankoGrims	4	BrankoGrims
MagDušanVerbič	1	DušanVerbič
MagalenkaBratušek	1	AlenkaBratušek
MagdalenaUrbančič	2	MagdalenaUrbančič
MagisterAndrejRajh	2	AndrejRajh
MairaHot	1	MeiraHot
MajaArzenšek	1	MajaArzenšek
MajaBaharPidović	2	MajaBaharPidović
MajaBednaš	2	MajaBednaš
MajaBilbija	10	MajaBilbija
MajaBriški	3	MajaBriški
MajaDrobničRadobuljac	3	MajaDrobničRadobuljac
MajaGostič	2	MajaGostič
MajaHostnikKališek	75	MajaHostnikKališek
MajaKalin	3	MajaKalin
MajaKlančnikGruden	1	MajaKlančnikGruden
MajaKocjan	12	MajaKocjan
MajaKoritnik	2	MajaKoritnik
MajaKostevc	1	MajaKostevc
MajaKranjc	1	MajaKranjc
MajaKrumberger	5	MajaKrumberger
MajaLombardo	4	MajaLombardo
MajaMonrue	2	MajaMonrue
MajaPlaz	1	MajaPlaz
MajaPlazar	1	MajaPlaz
MajaPoharPerme	3	MajaPoharPerme
MajaRemškar	3	MajaRemškar
MajaRigač	2	MajaRigač
MajaRozman	8	MajaRozman
MajaSočan	4	MajaSočan
MajdaMarolt	1	MajdaMarolt
MajoHostnihKališek	1	MajaHostnikKališek
MakoBandelli	1	MarkoBandelli
ManfredBergmann	3	ManfredBergmann
ManuelJug	4	ManuelJug
ManuelVesel	10	ManuelVesel
MaraCotič	2	MaraCotič
MargaretaGučekZakošek	1	MargaretaGučekZakošek
MarianaPoznič	2	MarianaPoznič
MaricaUršičZupan	2	MaricaUršičZupan
MarijaAnderluh	4	MarijaAnderluh
MarijaBačič	3	MarijaBačič
